"source","target","weight"
"Tripoli Province of the Islamic State","Ukraine",1
"Tripoli Province of the Islamic State","United Arab Emirates",1
"Tripoli Province of the Islamic State","West Bank and Gaza Strip",1
"Tripoli Revolutionaries Battalion","Libya",6
"Tripura Group","Bangladesh",1
"Tripura National Volunteers (TNV)","India",27
"Tripura National Volunteers (TNV)","Sri Lanka",1
"Tripura Nationalists","India",1
"Tripura Separatists","India",1
"Tritiya Prastuti Committee (India)","India",9
"Tuareg extremists","Algeria",1
"Tuareg extremists","Asian",1
"Tuareg extremists","France",1
"Tuareg extremists","Germany",1
"Tuareg extremists","International",1
"Tuareg extremists","Libya",1
"Tuareg extremists","Mali",27
"Tuareg extremists","Niger",6
"Tuareg extremists","Nigeria",2
"Tuareg extremists","Switzerland",1
"Tuareg Guerrillas","France",1
"Tuareg Guerrillas","Mali",4
"Tuareg Guerrillas","Niger",12
"Tucayana Amerindians","Suriname",1
"Tulawie Clan","Philippines",1
"Tunisian Armed Resistance","Tunisia",1
"Tupac Amaru Revolutionary Movement (MRTA)","Bolivia",1
"Tupac Amaru Revolutionary Movement (MRTA)","Chile",3
"Tupac Amaru Revolutionary Movement (MRTA)","Colombia",6
"Tupac Amaru Revolutionary Movement (MRTA)","Ecuador",2
"Tupac Amaru Revolutionary Movement (MRTA)","Egypt",1
"Tupac Amaru Revolutionary Movement (MRTA)","France",3
"Tupac Amaru Revolutionary Movement (MRTA)","Germany",2
"Tupac Amaru Revolutionary Movement (MRTA)","Great Britain",21
"Tupac Amaru Revolutionary Movement (MRTA)","Honduras",1
"Tupac Amaru Revolutionary Movement (MRTA)","Italy",2
"Tupac Amaru Revolutionary Movement (MRTA)","Japan",4
"Tupac Amaru Revolutionary Movement (MRTA)","Multinational",1
"Tupac Amaru Revolutionary Movement (MRTA)","Panama",1
"Tupac Amaru Revolutionary Movement (MRTA)","Peru",467
"Tupac Amaru Revolutionary Movement (MRTA)","Soviet Union",1
"Tupac Amaru Revolutionary Movement (MRTA)","Switzerland",1
"Tupac Amaru Revolutionary Movement (MRTA)","United States",35
"Tupac Katari Guerrilla Army (EGTK)","Bolivia",19
"Tupac Katari Guerrilla Army (EGTK)","United States",3
"Tupamaro Revolutionary Movement","Colombia",3
"Tupamaro Revolutionary Movement","Venezuela",1
"Tupamaros (Uruguay)","Brazil",1
"Tupamaros (Uruguay)","Great Britain",1
"Tupamaros (Uruguay)","International",1
"Tupamaros (Uruguay)","Switzerland",1
"Tupamaros (Uruguay)","United States",14
"Tupamaros (Uruguay)","Uruguay",22
"Turkestan Islamic Party","China",2
"Turkestan Islamic Party","Syria",2
"Turkish Communist Party/Marxist (TKP-ML)","Italy",1
"Turkish Communist Party/Marxist (TKP-ML)","Turkey",30
"Turkish Communist Workers Party","Turkey",3
"Turkish Hezbollah","Turkey",6
"Turkish Islamic Commandos","Turkey",1
"Turkish Islamic Jihad","Egypt",1
"Turkish Islamic Jihad","United States",1
"Turkish Leftists","Turkey",9
"Turkish Marxist Workers Party","Turkey",1
"Turkish People's Liberation Army","Egypt",1
"Turkish People's Liberation Army","Great Britain",1
"Turkish People's Liberation Army","International",1
"Turkish People's Liberation Army","Iran",3
"Turkish People's Liberation Army","Israel",2
"Turkish People's Liberation Army","Italy",1
"Turkish People's Liberation Army","Netherlands",1
"Turkish People's Liberation Army","Turkey",22
"Turkish People's Liberation Army","United States",37
"Turkish People's Liberation Front (TPLF)(THKP-C)","Turkey",34
"Turkish People's Liberation Front (TPLF)(THKP-C)","United States",2
"Turkish radicals","Malta",1
"Turkish radicals","Turkey",1
"Turkish radicals","United States",1
"Turkish Revenge Brigade","Cyprus",1
"Turkish Revolutionaries","Israel",1
"Turkish separatists (probably Kurds)","Turkey",2
"Turks","Armenia",1
"Turks","Bulgaria",1
"Turks","Turkey",1
"Turks of Western Thrace","Greece",1
"Tutsi","Angola",1
"Tutsi","Burundi",16
"Tutsi","International",1
"Tutsi","Rwanda",2
"Tutsi","Sweden",1
"Tutsi","Zaire",1
"Tyrol Separatists","Italy",2
"Tyrolean Defense League","Italy",1
"U/I Asian Gang","Australia",1
"U/I Catholic Traditionalists","Mexico",1
"U/I Islamic Separatists","India",2
"U/I Liberian Gunmen","Guinea",1
"U/I Liberian Gunmen","Ivory Coast",1
"U/I Liberians","Ivory Coast",1
"U/I Militia Group led by Raul Martinez","France",1
"U/I Private army of wral politician","Philippines",1
"U/I Snipers","Israel",1
"U/I Snipers","Pakistan",1
"U/I Somali Militiamen","International",1
"U/I Somali Militiamen","Somalia",1
"U/l men","Bangladesh",1
"Uganda Democratic Christian Army (UDCA)","Uganda",1
"Uganda Federal Army","Libya",1
"Uganda Federal Democratic Alliance (UFEDA)","Uganda",1
"Uganda Freedom Movement (UFM)","India",2
"Uganda Freedom Movement (UFM)","Uganda",17
"Uganda National Liberation Front (UNLF)","Uganda",1
"Uganda People's Army","Italy",1
"Uganda People's Army","Netherlands",1
"Uganda People's Army","Uganda",13
"Ugandan People's Democratic Army","Uganda",1
"Ugandan Rebels","Uganda",4
"Uighur Liberation Organization","Kazakhstan",1
"Uighur Separatists","China",85
"Uighur Separatists","Kyrgyzstan",1
"Ujjan Tribe","Pakistan",1
"Ukrainian Insurgent Army","Ukraine",2
"Ukrainian Liberation Front","Soviet Union",1
"Ukrainian nationalists","Russia",2
"Ukrainian nationalists","Soviet Union",1
"Ukrainian nationalists","Ukraine",4
"Ulster Freedom Fighters (UFF)","Great Britain",34
"Ulster Freedom Fighters (UFF)","Ireland",41
"Ulster Freedom Fighters (UFF)","Northern Ireland",181
"Ulster Freedom Fighters (UFF)","South Africa",1
"Ulster Volunteer Force (UVF)","Germany",1
"Ulster Volunteer Force (UVF)","Great Britain",19
"Ulster Volunteer Force (UVF)","Ireland",13
"Ulster Volunteer Force (UVF)","Northern Ireland",233
"Ultra Conservative Clerical Group","Iran",1
"Ultra Nationalist Group, name not given","Japan",1
"Umar al-Mukhtar Martyr Forces","Israel",2
"Umbane People's Liberation Army (Swaziland)","Swaziland",2
"Ummah Liberation Army","Sudan",1
"Unarmed Algerian","Algeria",1
"Unemployed Persons","Great Britain",5
"Unemployed Persons","Panama",1
"Unidad Militar Bolivariana","Venezuela",1
"Unidentified Infiltrators","Rwanda",1
"Unification Army Sons Brigade","Lebanon",1
"Unified Communist Party of Nepal (Maoist)","Nepal",1
"Unified Kurdish Socialist Party","Great Britain",1
"Unified Workers Command","Colombia",1
"Union Du People Corse","France",1
"Union for Peace in Central Africa (UPC)","Central African Republic",1
"Union Guerrera Blanca (UGB)","El Salvador",14
"Union members","Brazil",2
"Union of Chadian Forces (UFNT)","Chad",1
"Union of Congolese Patriots (UPC)","Democratic Republic of the Congo",2
"Union of Congolese Patriots (UPC)","International",1
"Union of Democratic Forces","France",1
"Union of Forces for Democracy and Development (UFDD)","Chad",2
"Union of Forces for Democracy and Development (UFDD)","International",1
"Union of Galilee Christians","Israel",1
"Union of Patriots for the Defense of Innocents (UPDI)","Democratic Republic of the Congo",2
"Union of Peaceful Citizens of Algeria","Algeria",1
"Union of Revolutionary Communists in Turkey (TIKB)","Turkey",1
"Union of the People (UDP)","Mexico",16
"Union of the People (UDP)","United States",5
"Union of the Peoples of the Arabian Peninsula","Saudi Arabia",1
"Union of Young Kurdish Revolutionaries","Turkey",1
"Union Parishad","Bangladesh",1
"Unione di u Populu Corsu (UPC)","France",1
"United Achik Liberation Army (UALA)","India",3
"United Action Council","Bangladesh",3
"United Arab Revolution","Kuwait",1
"United Aryan Empire","United States",1
"United Baloch Army (UBA)","Pakistan",88
"United Bengali Liberation Front (UBLF)","India",3
"United Democratic Front (UDF)","South Africa",2
"United Democratic Liberation Army (UDLA)","India",11
"United Democratic Madhesi Front (UDMF)","Nepal",8
"United Democratic Terai Liberation Front (UDTLF)","India",1
"United Freedom Front (UFF)","South Africa",1
"United Freedom Front (UFF)","United States",28
"United Front for Democracy Against Dictatorship","Thailand",24
"United Front for Democratic Change (FUC)","Chad",3
"United Front for Democratic Change (FUC)","Multinational",1
"United Front for Nigeria's Liberation (UFNL)","Nigeria",1
"United Garo Security Force (UGSF)","India",1
"United Gorkha People's Organization (UGPO)","India",1
"United Janatantrik Terai Mukti Morcha (U-JTMM)","Nepal",1
"United Jewish Underground","Soviet Union",1
"United Jihad Council","India",2
"United Karbi Liberation Army (UKLA)","India",1
"United Kuki Liberation Front (UKLF) - India","India",4
"United Liberation Front for the New Algeria","Algeria",1
"United Liberation Front of Assam (ULFA)","Afghanistan",1
"United Liberation Front of Assam (ULFA)","India",335
"United Liberation Front of Assam (ULFA)","Jordan",1
"United Liberation Front of Assam (ULFA)","Soviet Union",1
"United Liberation Front of Barak Valley (ULFBV) - India","India",2
"United Liberation Movement for Democracy in Liberia (ULIMO)","Guinea",1
"United Liberation Movement for Democracy in Liberia (ULIMO)","Liberia",1
"United Liberation Torchbearers Forces","Nepal",5
"United Nasirite Organizaiton","Great Britain",1
"United National Liberation Front (UNLF)","India",26
"United National Liberation Front (UNLF)","Myanmar",1
"United National Liberation Front (UNLF)","Pakistan",1
"United National Liberation Front of WESEA (UNLFW)","India",1
"United National Party","Sri Lanka",2
"United Nicaraguan Opposition","Nicaragua",5
"United People's Democratic Front (UPDF) - Bangladesh","Bangladesh",6
"United People's Democratic Solidarity (UPDS)","India",6
"United People's Democratic Solidarity (UPDS)","Pakistan",1
"United People's Front","Nepal",1
"United Popular Action Front (FAPU)","El Salvador",12
"United Popular Action Front (FAPU)","Mexico",1
"United Popular Action Movement","Chile",82
"United Popular Action Movement","United States",27
"United Popular Liberation Army of America","United States",1
"United Reformation Protest of India","India",1
"United Revolutionary Front","Honduras",2
"United Revolutionary Front","India",6
"United Self Defense Units of Colombia (AUC)","Colombia",66
"United Self Defense Units of Colombia (AUC)","Ecuador",1
"United Somali Congress","Kenya",1
"United Somali Congress","Somalia",2
"United Students Forum","Bangladesh",1
"United Tribal Liberation Army (UTLA)","India",2
"United Wa State Army","Myanmar",1
"Universal Liberation Front","Germany",1
"Universal Liberation Front","United States",1
"Universal Proutist Revolutionary Federation","India",2
"Unk (men in army uniforms with arms and gas masks)","Guyana",1
"Unk Iranian Guerrillas","United States",1
"unk masked raiders","Philippines",1
"unk, protest against USSR invasion of Afghanistan","Soviet Union",1
"Unknown","Afghanistan",3628
"Unknown","Albania",89
"Unknown","Algeria",1140
"Unknown","Angola",38
"Unknown","Antigua and Barbuda",1
"Unknown","Argentina",443
"Unknown","Armenia",25
"Unknown","Asian",9
"Unknown","Australia",91
"Unknown","Austria",42
"Unknown","Azerbaijan",33
"Unknown","Bahamas",3
"Unknown","Bahrain",144
"Unknown","Bangladesh",880
"Unknown","Barbados",1
"Unknown","Belarus",9
"Unknown","Belgium",48
"Unknown","Belize",4
"Unknown","Benin",8
"Unknown","Bermuda",2
"Unknown","Bhutan",4
"Unknown","Bolivia",208
"Unknown","Bosnia-Herzegovina",88
"Unknown","Botswana",8
"Unknown","Brazil",149
"Unknown","Brunei",2
"Unknown","Bulgaria",49
"Unknown","Burkina Faso",9
"Unknown","Burundi",343
"Unknown","Cambodia",61
"Unknown","Cameroon",25
"Unknown","Canada",67
"Unknown","Central African Republic",41
"Unknown","Chad",19
"Unknown","Chile",929
"Unknown","China",198
"Unknown","Colombia",1940
"Unknown","Comoros",2
"Unknown","Corsica",13
"Unknown","Costa Rica",25
"Unknown","Croatia",28
"Unknown","Cuba",40
"Unknown","Cyprus",70
"Unknown","Czech Republic",26
"Unknown","Czechoslovakia",6
"Unknown","Democratic Republic of the Congo",79
"Unknown","Denmark",17
"Unknown","Djibouti",9
"Unknown","Dominica",1
"Unknown","Dominican Republic",51
"Unknown","East Timor",9
"Unknown","Ecuador",121
"Unknown","Egypt",1207
"Unknown","El Salvador",1408
"Unknown","Equatorial Guinea",1
"Unknown","Eritrea",5
"Unknown","Estonia",12
"Unknown","Ethiopia",79
"Unknown","Fiji",11
"Unknown","Finland",13
"Unknown","France",1039
"Unknown","French Guiana",1
"Unknown","Gabon",2
"Unknown","Gambia",3
"Unknown","Georgia",143
"Unknown","Germany",395
"Unknown","Ghana",12
"Unknown","Great Britain",447
"Unknown","Greece",467
"Unknown","Grenada",4
"Unknown","Guadeloupe",7
"Unknown","Guatemala",1299
"Unknown","Guinea",14
"Unknown","Guinea-Bissau",8
"Unknown","Guyana",21
"Unknown","Haiti",161
"Unknown","Honduras",123
"Unknown","Hong Kong",16
"Unknown","Hungary",44
"Unknown","Iceland",14
"Unknown","India",3941
"Unknown","Indonesia",286
"Unknown","International",1015
"Unknown","Iran",466
"Unknown","Iraq",16805
"Unknown","Ireland",191
"Unknown","Israel",1291
"Unknown","Italy",632
"Unknown","Ivory Coast",45
"Unknown","Jamaica",17
"Unknown","Japan",223
"Unknown","Jordan",57
"Unknown","Kazakhstan",17
"Unknown","Kenya",162
"Unknown","Kosovo",24
"Unknown","Kuwait",49
"Unknown","Kyrgyzstan",23
"Unknown","Laos",15
"Unknown","Latvia",15
"Unknown","Lebanon",891
"Unknown","Lesotho",12
"Unknown","Liberia",13
"Unknown","Libya",1158
"Unknown","Lithuania",8
"Unknown","Luxembourg",11
"Unknown","Macau",19
"Unknown","Macedonia",51
"Unknown","Madagascar",21
"Unknown","Malawi",3
"Unknown","Malaysia",64
"Unknown","Maldives",13
"Unknown","Mali",67
"Unknown","Malta",15
"Unknown","Man, Isle of",1
"Unknown","Martinique",2
"Unknown","Mauritania",2
"Unknown","Mauritius",2
"Unknown","Mexico",249
"Unknown","Moldova",8
"Unknown","Mongolia",2
"Unknown","Montenegro",5
"Unknown","Morocco",24
"Unknown","Mozambique",44
"Unknown","Multinational",122
"Unknown","Myanmar",125
"Unknown","Namibia",52
"Unknown","Nepal",281
"Unknown","Netherlands",74
"Unknown","New Caledonia",9
"Unknown","New Zealand",13
"Unknown","Nicaragua",201
"Unknown","Niger",16
"Unknown","Nigeria",849
"Unknown","North Korea",4
"Unknown","North Yemen",2
"Unknown","Northern Ireland",558
"Unknown","Norway",9
"Unknown","Oman",1
"Unknown","Pakistan",10087
"Unknown","Panama",63
"Unknown","Papua New Guinea",32
"Unknown","Paraguay",28
"Unknown","Peru",842
"Unknown","Philippines",2103
"Unknown","Poland",37
"Unknown","Portugal",67
"Unknown","Puerto Rico",13
"Unknown","Qatar",7
"Unknown","Republic of the Congo",22
"Unknown","Rhodesia",37
"Unknown","Romania",21
"Unknown","Russia",1735
"Unknown","Rwanda",75
"Unknown","Saudi Arabia",150
"Unknown","Senegal",31
"Unknown","Serbia",14
"Unknown","Serbia-Montenegro",176
"Unknown","Seychelles",1
"Unknown","Sierra Leone",9
"Unknown","Singapore",4
"Unknown","Slovak Republic",18
"Unknown","Slovenia",5
"Unknown","Solomon Islands",1
"Unknown","Somalia",771
"Unknown","South Africa",1256
"Unknown","South Korea",32
"Unknown","South Sudan",46
"Unknown","Soviet Union",78
"Unknown","Spain",613
"Unknown","Sri Lanka",531
"Unknown","St. Kitts and Nevis",1
"Unknown","Sudan",320
"Unknown","Suriname",14
"Unknown","Swaziland",6
"Unknown","Sweden",79
"Unknown","Switzerland",48
"Unknown","Syria",743
"Unknown","Taiwan",48
"Unknown","Tajikistan",118
"Unknown","Tanzania",36
"Unknown","Thailand",2873
"Unknown","Togo",38
"Unknown","Trinidad and Tobago",14
"Unknown","Tunisia",49
"Unknown","Turkey",1455
"Unknown","Turkmenistan",1
"Unknown","Uganda",97
"Unknown","Ukraine",758
"Unknown","United Arab Emirates",17
"Unknown","United States",1706
"Unknown","Uruguay",23
"Unknown","Uzbekistan",14
"Unknown","Vatican City",7
"Unknown","Venezuela",128
"Unknown","Vietnam",14
"Unknown","West Bank and Gaza Strip",345
"Unknown","West Germany (FRG)",49
"Unknown","Yemen",905
"Unknown","Yugoslavia",59
"Unknown","Zaire",23
"Unknown","Zambia",22
"Unknown","Zimbabwe",49
"unknown leftists opposed to summit","Japan",2
"Unrepentant Anarchists","Greece",1
"Unsubordinated Desires","Greece",1
"Up the IRS, Inc","United States",8
"Urban Guerrilla War","Greece",1
"Urban Guerrillas","Iran",1
"Urban Guerrillas","South Africa",3
"Urhobo Gbagbako","Nigeria",2
"Urhobo Revolutionary Army","Nigeria",1
"Valais Group Against Hydro-Rhone","Switzerland",1
"Vandalicia Teodoro Suarez","Argentina",1
"Vanguard of Red Youth (AKM)","Russia",1
"Vanguards of the Caliphate","Libya",1
"Vanuatu Mobile Force (VMF)","Australia",1
"Vanuatu Mobile Force (VMF)","Vanuatu",1
"Venceremos","United States",1
"Venezuela Cartel","Venezuela",1
"Vengence Party","Netherlands",1
"Veterans United for Non-Religious Memorials","United States",2
"Vetevendosje","Kosovo",1
"Vietnamese","Laos",1
"Vietnamese Detainees","Hong Kong",1
"Vietnamese Organization to Exterminate Communists and Restore the Nation","United States",1
"Vietnamese Organization to Exterminate Communists and Restore the Nation","Vietnam",2
"Vietnamese Refugees","Vietnam",2
"Vigilante Group","El Salvador",1
"Vigilante Group","Philippines",3
"Vigilante Group","Sri Lanka",23
"Vigorous Burmese Student Warriors","Myanmar",2
"Village League","Israel",1
"Villagers","Egypt",1
"Villagers","Guatemala",1
"Villagers","India",1
"Villagers","Indonesia",1
"Villagers","International",1
"Villagers","Mexico",1
"Vincente Mecha Revolutionary Christians","Guatemala",1
"Vishwa Hindu Parishad (VHP)","Australia",1
"Vishwa Hindu Parishad (VHP)","India",8
"Vishwa Hindu Parishad (VHP)","Multinational",1
"Viviana Gallardo Command","Costa Rica",1
"Volunteers of Innocent People of Nagas (VIPN)","India",1
"Vyborg Brigade","Italy",1
"Wahhabi Movement","Bosnia-Herzegovina",1
"Waltraud Boock Group","Austria",3
"War Veterans","International",1
"We Who Built Sweden","Sweden",1
"Weather Underground, Weathermen","Brazil",1
"Weather Underground, Weathermen","United States",44
